SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,-1.1597534875625164,0.51425898298956,-0.8714530762843326,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0.6757366545132419,0.04176762855215248,0.3993443001605573,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0.3086386260980903,-1.5054751870351342,-0.6416714992079006,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.0639066071546558,0.6373729274556452,0.2723129052022658,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,-0.9558101384429878,0.4992856654193608,-0.6805873615969568,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.002046013104488,-0.1861595389053298,0.43245904020590326,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
0,-1.2821194970342338,-0.6819427206741592,-0.9870360441931048,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.613876060463074,0.010157291459508899,1.096116225905664,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-0.9965988082668935,-0.710225653862314,-0.8591476652522199,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.5941593148654305,-1.492165571417179,-0.5597306461029934,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.9965988082668935,-0.2859816560399934,-0.8300981056371254,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.0639066071546558,-1.4905018694649346,-0.7067803079367395,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1.613876060463074,0.5791433591270915,1.6217770164595902,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,-0.3439800910844016,0.9351755769073918,-0.01857822201756822,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0.4717933053937132,0.8569815851519056,0.7400064202156329,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
0,-0.2216140816126844,-1.4755285518947352,-0.7502008297214797,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1.4915100509913568,0.06672315783581839,1.0053418455955614,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,-0.26240275143659014,-0.9814090720781501,-0.5764747946859753,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.9612573432805821,0.99506884718819,1.3070002074684945,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,-0.7926554591473648,0.2347570550125021,-0.6005362680434098,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.5479234402039304,-0.29263646384897085,-0.5521716078975527,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.8796800036327707,1.1697575521738512,1.3225357888965366,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
1,-1.0373874780907992,-0.6370227679635605,-0.8552802503564131,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.38476876090830736,0.1532356593525267,-0.2804857114671229,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,-1.3229081668581395,-1.4988203792261565,-1.006548910258312,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1.124412022576205,-1.4738648499424907,-0.5261984010404864,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1.613876060463074,1.6838414554173693,2.69612729535611,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,-0.7110781194995532,0.3478887877651206,-0.516727629335414,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.124412022576205,1.2146775048844503,1.7079368676326505,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
0,1.287566701871828,-0.3425475224163027,0.4980073279001747,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0.4717933053937132,1.1714212541260955,0.9176438180434876,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.2821194970342338,-1.4954929753216677,-0.9977813048979318,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0,1.2059893622240165,0.3129510467679884,1.058145243292288,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-1.2005421573864221,-1.4954929753216677,-0.9809272865735917,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-1.078176147914705,0.46767532832671727,-0.7890287963174495,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.1400367419648729,-1.2908576351956074,-0.7021877527479689,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.0639066071546558,0.6606647547870669,0.24132963813926792,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0.0639066071546558,-0.8100477709969776,-0.42386572393950683,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
0,-0.26240275143659014,0.33457917214716576,-0.200126982637773,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0.3086386260980903,-1.319140568383762,-0.5640375399642328,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1.613876060463074,0.06505945588357362,1.0848435904423182,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,-0.9558101384429878,0.81705273829804,-0.6316294048477659,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,-0.6295007798517418,1.1830671677918068,-0.29351626279219933,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
0,-1.2413308272103278,0.8203801422025286,-0.9250035882222941,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0.8388913338088649,0.6839565821184885,0.9786874463420748,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.2821194970342338,-0.6386864699158048,-0.9864647215380425,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,-0.6295007798517418,-1.4971566772739122,-0.8645312825787691,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1.2059893622240165,0.6506825430736006,1.1728932011667381,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.512581975217619,-0.487289592261565,-0.03022441460153197,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1.5730873906391682,-0.34587492632079153,0.6538905169391158,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1.5730873906391682,1.4359498645329545,2.303672579224803,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
0,-0.4255574307322131,-0.7035708460533362,-0.6094357170934198,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
0,-0.1400367419648729,-0.20446026038001802,-0.2611046890915455,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
0,0.8388913338088649,0.9967325491404343,1.1909338126977462,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
1,-1.2005421573864221,-1.3174768664315177,-0.9723794206959279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.6702894496756475,1.0216880784241003,-0.3228734576830966,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
0,1.4915100509913568,0.6590010528348226,1.5771039796233668,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0.10469527697856156,-1.314149462527029,-0.5891317888904339,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,-0.38476876090830736,0.9518125964298358,0.02251306125037935,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.1400367419648729,-1.4988203792261565,-0.7547054891171638,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.7165253243371477,-0.838330704185132,-0.1571459398184653,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0.10469527697856156,-1.5054751870351342,-0.6950462195596891,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1.287566701871828,0.6689832645482888,1.4037295277602082,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-0.4255574307322131,0.7355313426380646,-0.19322716288048125,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-0.4255574307322131,-0.4756436785958542,-0.5348561366595085,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1,-0.9558101384429878,0.530896002512004,-0.6762145458909025,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0.1454839468024673,-1.5204485046053335,-0.6976391454557415,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0.8388913338088649,-0.6187220464888722,0.11273809285369085,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0.7981026639849592,-1.5204485046053335,-0.5430084714682831,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1,1.613876060463074,1.4925157309092638,2.5423975532477887,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1.4915100509913568,-1.3074946547180513,-0.2711248095034086,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,-0.9965988082668935,-0.026444151489868055,-0.7850295377320129,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.7981026639849592,-0.9797453701259056,-0.1456315909241313,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.5071347703800245,-0.10962924910208752,-0.4904467872025449,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,1.1652006924001108,1.1348198111767192,1.6168328780984735,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
0,0.512581975217619,1.5740371265692392,1.204843321953688,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
0,1.613876060463074,0.19150080425414795,1.195746107369233,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
0,0.0639066071546558,-0.13624848033799797,-0.10911088889668276,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1,0.5941593148654305,1.1697575521738512,1.1341751043121269,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.5941593148654305,0.6789654762617551,0.7985010705147111,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-1.1597534875625164,0.46601162637447296,-0.8748150903698919,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0.5533706450415247,0.02513060902970854,0.3326094192596179,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,-1.2005421573864221,-1.5071388889873785,-0.9795868757290224,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-1.2821194970342338,-0.4972718039750313,-0.984596935934954,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.1652006924001108,1.374392892299912,1.7952173901675634,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.915021468619082,1.1880582736485397,-0.5406133111066754,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.078176147914705,-0.4689888707868768,-0.8799569942654533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,-0.2216140816126844,-1.1361333536368787,-0.6527243951885303,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.7981026639849592,-1.4605552343245356,-0.5199577997313436,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,-0.7926554591473648,0.8519904792951721,-0.4786687509289513,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.2216140816126844,-0.289309059944482,-0.31764365799444877,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-1.0373874780907992,1.0216880784241003,-0.72337063888182,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1.5322987208152625,-1.3524146074286498,-0.24882125200770444,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-1.1189648177386107,-1.5154573987486004,-0.9511525866655335,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,1.3283553716957337,1.193049379505273,1.9268193663663535,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
0,0.2678499562741845,0.344561383860632,0.31964478977935634,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.38476876090830736,0.6490188411213563,-0.1553440760601917,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-0.6295007798517418,-1.357405713285383,-0.8264064823274916,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,1.450721381167451,-1.314149462527029,-0.29450509046442264,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-1.2005421573864221,0.3212695565292104,-0.9038646499849863,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-1.2821194970342338,0.15822676520926007,-0.9759392003159318,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.5730873906391682,0.47266643418345017,1.4390856105292609,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-0.8334441289712705,-1.517121100700845,-0.9060180969156061,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.09924807214096716,0.9817592315702351,0.24100002891519348,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-0.7518667893234591,-1.492165571417179,-0.8750128559043365,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,1.5730873906391682,-1.3474235015719167,-0.2482719033009137,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,0.6349479846893362,-1.508802590939623,-0.6183351661434299,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.1189648177386107,-0.4506881493121883,-0.8912735776253425,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1.613876060463074,-1.3524146074286498,-0.22229869644384742,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,1.0836233527522994,0.7937609109666184,1.3440702582027335,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-1.2821194970342338,-1.4821833597037126,-0.9976055133117588,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.7518667893234591,-1.5071388889873785,-0.8745294290423606,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,0.3902159657459017,0.1499082554480381,0.33750960972419136,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1.450721381167451,-0.6686331050562041,0.3047025049546481,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,-1.1597534875625164,-0.5438554586378745,-0.9182136382063606,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.3439800910844016,-1.1910355180609435,-0.7041873820406871,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.46634610055611886,0.6390366294078895,-0.24297618176745095,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-1.1597534875625164,-1.4971566772739122,-0.9728628475579036,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.7165253243371477,0.35287989362185396,0.7626176129871397,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,-1.2413308272103278,1.0000599530449232,-0.928277706514767,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0,1.5730873906391682,0.6490188411213563,1.6168328780984735,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
1,-0.4255574307322131,0.16155416911374865,-0.3273781170787807,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,-1.2821194970342338,0.3395702780038986,-0.9735440399543243,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.9612573432805821,0.8536541812474164,1.2420891642741003,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.10469527697856156,-1.5187848026530892,-0.7351047272588701,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0.349427295921996,1.1614390424126293,0.8653238472087372,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.0639066071546558,-1.4722011479902464,-0.6917061794224014,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.5730873906391682,0.8120616324413066,1.8011283822526316,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.7165253243371477,0.9817592315702351,1.1534462569463457,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1.450721381167451,0.4893034537058941,1.417529167274792,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1.2467780320479223,0.8370171617249725,1.5499002316630892,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0
0,0.9204686734566764,-1.5038114850828896,-0.5055209157168828,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-1.2821194970342338,0.5209137907985377,-0.9711488795927165,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,1.613876060463074,1.5041616445749744,2.397962791258367,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1.3283553716957337,0.3745080190010313,1.1598846237899336,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,-1.2821194970342338,-1.4838470616559571,-0.9976274872600303,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.613876060463074,-0.8782595510389976,0.20773147123194616,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1.613876060463074,0.6207359079332013,1.6713282698121152,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,1.0836233527522994,-0.4390422356464775,0.31443696403898014,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-0.09924807214096716,-0.816702578805955,-0.48486540434155095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
0,-1.2821194970342338,-1.3374412898584502,-0.995693779812127,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.8334441289712705,-1.4588915323722913,-0.9029197702093062,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,0.18627261662637304,0.4776575400401835,0.2731259412883163,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
1,-1.2821194970342338,0.20813782377659187,-0.9752799818677829,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.0373874780907992,-0.3342290126550807,-0.8437659014620791,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.4717933053937132,-0.5272184391154305,-0.011129053553485826,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-0.5479234402039304,1.1997041873142507,-0.1822841366412097,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
0,-0.05845940231706142,-1.4722011479902464,-0.6980127025763592,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0.4717933053937132,1.0383250979465442,0.9113812427860731,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1.0836233527522994,-1.0013734955050828,-0.13624871501214547,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.6295007798517418,-1.4888381675126903,-0.851127174133075,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.8334441289712705,-0.3558571380342578,-0.7030886846271056,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.2059893622240165,0.19482820815863655,0.8671476849152823,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0,-0.6295007798517418,-1.508802590939623,-0.883121242816568,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.5479234402039304,-1.4971566772739122,-0.849347284323073,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1.4099327113435454,-1.5137936967963561,-0.44217002284977436,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
1,-1.2821194970342338,-1.4655463401812687,-0.9973857738290425,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
1,-0.4255574307322131,-0.044744872964556294,-0.3992768758235532,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.8334441289712705,-1.500484081178401,-0.9176642894995698,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0.8796800036327707,-0.6553234894382487,0.07481105813685808,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,-0.7110781194995532,1.2313145244068942,-0.2738276051408191,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,-1.2005421573864221,-0.4756436785958542,-0.9382758529783586,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
